,Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover
1914,2017,Scotland,S,   20-49,2,70,*
1915,2017,Scotland,S,   50-99,*,15,*
1916,2017,Scotland,S,   100-199,1,10,*
1917,2017,Scotland,S,   200-249,0,0,0
1918,2017,Scotland,S,   250-499,*,5,*
1919,2017,Scotland,S,   500 or more,*,0,*
1920,2017,Northern Ireland,A,   1,3,1400,323
1921,2017,Northern Ireland,A,   2-4,5,1190,497
1922,2017,Northern Ireland,A,   5-9,2,340,253
1923,2017,Northern Ireland,A,   10-19,1,100,144
1924,2017,Northern Ireland,A,   20-49,1,30,*
1925,2017,Northern Ireland,A,   50-99,*,5,38
1926,2017,Northern Ireland,A,   100-199,*,5,*
1927,2017,Northern Ireland,A,   200-249,0,0,0
1928,2017,Northern Ireland,A,   250-499,0,0,0
1929,2017,Northern Ireland,A,   500 or more,0,0,0
1930,2017,Northern Ireland,B,   1,0,20,3
1931,2017,Northern Ireland,B,   2-4,0,130,*
1932,2017,Northern Ireland,B,   5-9,*,55,53
1933,2017,Northern Ireland,B,   10-19,*,50,99
1934,2017,Northern Ireland,B,   20-49,1,45,347
1935,2017,Northern Ireland,B,   50-99,*,10,265
1936,2017,Northern Ireland,B,   100-199,1,10,621
1937,2017,Northern Ireland,B,   200-249,*,0,*
1938,2017,Northern Ireland,B,   250-499,*,0,*
1939,2017,Northern Ireland,B,   500 or more,0,0,0
1940,2017,Northern Ireland,C,   1,1,435,46
1941,2017,Northern Ireland,C,   2-4,3,970,274
1942,2017,Northern Ireland,C,   5-9,4,565,343
1943,2017,Northern Ireland,C,   10-19,5,365,529
1944,2017,Northern Ireland,C,   20-49,9,305,1117
1945,2017,Northern Ireland,C,   50-99,8,110,1338
1946,2017,Northern Ireland,C,   100-199,9,70,1832
1947,2017,Northern Ireland,C,   200-249,3,15,574
1948,2017,Northern Ireland,C,   250-499,7,20,1135
1949,2017,Northern Ireland,C,   500 or more,32,20,5644
1950,2017,Northern Ireland,F,   1,3,1425,*
1951,2017,Northern Ireland,F,   2-4,7,2325,867
1952,2017,Northern Ireland,F,   5-9,5,705,639
1953,2017,Northern Ireland,F,   10-19,5,355,736
1954,2017,Northern Ireland,F,   20-49,6,205,1124
1955,2017,Northern Ireland,F,   50-99,3,45,640
1956,2017,Northern Ireland,F,   100-199,2,15,398
1957,2017,Northern Ireland,F,   200-249,*,5,*
1958,2017,Northern Ireland,F,   250-499,*,5,*
1959,2017,Northern Ireland,F,   500 or more,*,0,*
1960,2017,Northern Ireland,G,   1,3,1575,336
1961,2017,Northern Ireland,G,   2-4,11,3235,1811
1962,2017,Northern Ireland,G,   5-9,11,1635,1939
1963,2017,Northern Ireland,G,   10-19,13,920,2193
1964,2017,Northern Ireland,G,   20-49,17,555,4272
1965,2017,Northern Ireland,G,   50-99,10,145,2099
1966,2017,Northern Ireland,G,   100-199,6,45,1826
1967,2017,Northern Ireland,G,   200-249,2,10,832
1968,2017,Northern Ireland,G,   250-499,7,20,1467
1969,2017,Northern Ireland,G,   500 or more,39,10,4470
1970,2017,Northern Ireland,H,   1,*,300,*
1971,2017,Northern Ireland,H,   2-4,2,510,165
1972,2017,Northern Ireland,H,   5-9,2,245,208
1973,2017,Northern Ireland,H,   10-19,2,135,231
1974,2017,Northern Ireland,H,   20-49,3,90,415
1975,2017,Northern Ireland,H,   50-99,2,30,286
1976,2017,Northern Ireland,H,   100-199,2,15,339
1977,2017,Northern Ireland,H,   200-249,*,0,*
1978,2017,Northern Ireland,H,   250-499,*,5,*
1979,2017,Northern Ireland,H,   500 or more,*,5,*
1980,2017,Northern Ireland,I,   1,*,275,*
1981,2017,Northern Ireland,I,   2-4,5,1275,180
1982,2017,Northern Ireland,I,   5-9,6,815,192
1983,2017,Northern Ireland,I,   10-19,7,505,228
1984,2017,Northern Ireland,I,   20-49,10,325,332
1985,2017,Northern Ireland,I,   50-99,6,90,210
1986,2017,Northern Ireland,I,   100-199,4,30,146
1987,2017,Northern Ireland,I,   200-249,*,5,*
1988,2017,Northern Ireland,I,   250-499,*,10,117
1989,2017,Northern Ireland,I,   500 or more,*,5,*
1990,2017,Northern Ireland,J,   1,16,7335,1164
1991,2017,Northern Ireland,J,   2-4,49,14720,4788
1992,2017,Northern Ireland,J,   5-9,46,6450,4506
1993,2017,Northern Ireland,J,   10-19,49,3570,5216
1994,2017,Northern Ireland,J,   20-49,65,2130,8829
1995,2017,Northern Ireland,J,   50-99,42,610,5520
1996,2017,Northern Ireland,J,   100-199,36,265,5694
1997,2017,Northern Ireland,J,   200-249,12,55,2031
1998,2017,Northern Ireland,J,   250-499,31,90,5000
1999,2017,Northern Ireland,J,   500 or more,107,60,11676
2000,2017,Northern Ireland,K,   1,*,70,..
2001,2017,Northern Ireland,K,   2-4,1,245, ..
2002,2017,Northern Ireland,K,   5-9,*,125,..
2003,2017,Northern Ireland,K,   10-19,0,25, ..
2004,2017,Northern Ireland,K,   20-49,1,25,..
2005,2017,Northern Ireland,K,   50-99,*,10, ..
2006,2017,Northern Ireland,K,   100-199,*,5,..
2007,2017,Northern Ireland,K,   200-249,0,0, ..
2008,2017,Northern Ireland,K,   250-499,*,0,..
2009,2017,Northern Ireland,K,   500 or more,*,0, ..
2010,2017,Northern Ireland,L,   1,*,95,*
2011,2017,Northern Ireland,L,   2-4,1,450,94
2012,2017,Northern Ireland,L,   5-9,1,175,95
2013,2017,Northern Ireland,L,   10-19,1,65,79
2014,2017,Northern Ireland,L,   20-49,0,10,*
2015,2017,Northern Ireland,L,   50-99,*,5,*
2016,2017,Northern Ireland,L,   100-199,*,0,*
2017,2017,Northern Ireland,L,   200-249,0,0,0
2018,2017,Northern Ireland,L,   250-499,0,0,0
2019,2017,Northern Ireland,L,   500 or more,*,0,*
2020,2017,Northern Ireland,M,   1,*,565,*
2021,2017,Northern Ireland,M,   2-4,4,1500,297
2022,2017,Northern Ireland,M,   5-9,4,585,270
2023,2017,Northern Ireland,M,   10-19,5,325,340
2024,2017,Northern Ireland,M,   20-49,4,135,317
2025,2017,Northern Ireland,M,   50-99,2,30,239
2026,2017,Northern Ireland,M,   100-199,1,10,138
2027,2017,Northern Ireland,M,   200-249,*,0,*
2028,2017,Northern Ireland,M,   250-499,*,0,*
2029,2017,Northern Ireland,M,   500 or more,0,0,0
2030,2017,Northern Ireland,N,   1,1,295,50
2031,2017,Northern Ireland,N,   2-4,2,635,186
2032,2017,Northern Ireland,N,   5-9,1,215,167
2033,2017,Northern Ireland,N,   10-19,2,115,187
2034,2017,Northern Ireland,N,   20-49,3,75,238
2035,2017,Northern Ireland,N,   50-99,2,30,153
2036,2017,Northern Ireland,N,   100-199,3,20,104
2037,2017,Northern Ireland,N,   200-249,3,15,105
2038,2017,Northern Ireland,N,   250-499,2,5,44
2039,2017,Northern Ireland,N,   500 or more,16,15,421
2040,2017,Northern Ireland,P,   1,*,35,*
2041,2017,Northern Ireland,P,   2-4,0,140,23
2042,2017,Northern Ireland,P,   5-9,0,45,*
2043,2017,Northern Ireland,P,   10-19,0,30,20
2044,2017,Northern Ireland,P,   20-49,0,10,*
2045,2017,Northern Ireland,P,   50-99,*,5,*
2046,2017,Northern Ireland,P,   100-199,*,0,*
2047,2017,Northern Ireland,P,   200-249,0,0,0
2048,2017,Northern Ireland,P,   250-499,0,0,0
2049,2017,Northern Ireland,P,   500 or more,0,0,0
2050,2017,Northern Ireland,Q,   1,*,165,*
2051,2017,Northern Ireland,Q,   2-4,1,415,79
2052,2017,Northern Ireland,Q,   5-9,3,425,*
2053,2017,Northern Ireland,Q,   10-19,6,375,289
2054,2017,Northern Ireland,Q,   20-49,6,185,249
2055,2017,Northern Ireland,Q,   50-99,5,70,129
2056,2017,Northern Ireland,Q,   100-199,3,25,*
2057,2017,Northern Ireland,Q,   200-249,*,5,*
2058,2017,Northern Ireland,Q,   250-499,5,15,181
2059,2017,Northern Ireland,Q,   500 or more,*,5,*
2060,2017,Northern Ireland,R,   1,*,60,*
2061,2017,Northern Ireland,R,   2-4,1,200,53
2062,2017,Northern Ireland,R,   5-9,1,90,33
2063,2017,Northern Ireland,R,   10-19,*,55,42
2064,2017,Northern Ireland,R,   20-49,1,45,83
2065,2017,Northern Ireland,R,   50-99,1,10,*
2066,2017,Northern Ireland,R,   100-199,1,5,*
2067,2017,Northern Ireland,R,   200-249,*,0,*
2068,2017,Northern Ireland,R,   250-499,*,5,*
2069,2017,Northern Ireland,R,   500 or more,0,0,0
2070,2017,Northern Ireland,S,   1,*,560,*
2071,2017,Northern Ireland,S,   2-4,4,1045,118
2072,2017,Northern Ireland,S,   5-9,2,290,60
2073,2017,Northern Ireland,S,   10-19,1,70,26
2074,2017,Northern Ireland,S,   20-49,1,20,*
2075,2017,Northern Ireland,S,   50-99,0,0,0
2076,2017,Northern Ireland,S,   100-199,*,0,*
2077,2017,Northern Ireland,S,   200-249,0,0,0
2078,2017,Northern Ireland,S,   250-499,0,0,0
2079,2017,Northern Ireland,S,   500 or more,0,0,0
2080,2018,North East,A,   1,2,660,142
2081,2018,North East,A,   2-4,3,695,265
2082,2018,North East,A,   5-9,1,175,133
2083,2018,North East,A,   10-19,1,60,63
2084,2018,North East,A,   20-49,*,20,*
2085,2018,North East,A,   50-99,*,5,*
2086,2018,North East,A,   100-199,*,0,*
2087,2018,North East,A,   200-249,0,0,0
2088,2018,North East,A,   250-499,0,0,0
2089,2018,North East,A,   500 or more,0,0,0
2090,2018,North East,B,   1,*,10,*
2091,2018,North East,B,   2-4,0,115,*
2092,2018,North East,B,   5-9,*,45,327
2093,2018,North East,B,   10-19,0,35,*
2094,2018,North East,B,   20-49,1,20,*
2095,2018,North East,B,   50-99,1,10,267
2096,2018,North East,B,   100-199,1,10,205
2097,2018,North East,B,   200-249,0,0,0
2098,2018,North East,B,   250-499,*,0,*
2099,2018,North East,B,   500 or more,6,5,1681
2100,2018,North East,C,   1,0,215,25
2101,2018,North East,C,   2-4,3,1035,233
2102,2018,North East,C,   5-9,4,560,309
2103,2018,North East,C,   10-19,6,440,591
2104,2018,North East,C,   20-49,10,325,1338
2105,2018,North East,C,   50-99,11,150,1529
2106,2018,North East,C,   100-199,12,85,1870
2107,2018,North East,C,   200-249,5,25,892
2108,2018,North East,C,   250-499,11,30,1993
2109,2018,North East,C,   500 or more,31,20,11445
2110,2018,North East,F,   1,2,830,147
2111,2018,North East,F,   2-4,8,2790,829
2112,2018,North East,F,   5-9,5,775,563
2113,2018,North East,F,   10-19,6,410,712
2114,2018,North East,F,   20-49,6,205,945
2115,2018,North East,F,   50-99,4,55,498
2116,2018,North East,F,   100-199,3,25,494
2117,2018,North East,F,   200-249,2,5,441
2118,2018,North East,F,   250-499,*,5,272
2119,2018,North East,F,   500 or more,*,5,2842
2120,2018,North East,G,   1,*,910,*
2121,2018,North East,G,   2-4,11,3470,1245
2122,2018,North East,G,   5-9,12,1680,1504
2123,2018,North East,G,   10-19,10,725,2190
2124,2018,North East,G,   20-49,9,320,1580
2125,2018,North East,G,   50-99,5,80,1228
2126,2018,North East,G,   100-199,5,35,1271
2127,2018,North East,G,   200-249,*,5,*
2128,2018,North East,G,   250-499,5,15,1237
2129,2018,North East,G,   500 or more,37,10,5365
2130,2018,North East,H,   1,*,175,*
2131,2018,North East,H,   2-4,2,505,185
2132,2018,North East,H,   5-9,2,260,151
2133,2018,North East,H,   10-19,2,135,137
2134,2018,North East,H,   20-49,3,100,369
2135,2018,North East,H,   50-99,2,35,269
2136,2018,North East,H,   100-199,3,20,304
2137,2018,North East,H,   200-249,*,0,*
2138,2018,North East,H,   250-499,*,5,*
2139,2018,North East,H,   500 or more,29,10,2100
2140,2018,North East,I,   1,*,425,44
2141,2018,North East,I,   2-4,8,2245,295
2142,2018,North East,I,   5-9,9,1280,272
2143,2018,North East,I,   10-19,10,700,318
2144,2018,North East,I,   20-49,11,370,319
2145,2018,North East,I,   50-99,5,80,213
2146,2018,North East,I,   100-199,3,20,114
2147,2018,North East,I,   200-249,*,10,39
2148,2018,North East,I,   250-499,3,10,190
2149,2018,North East,I,   500 or more,10,5,492
2150,2018,North East,J,   1,12,5255,880
2151,2018,North East,J,   2-4,59,19800,5106
2152,2018,North East,J,   5-9,51,7435,4615
2153,2018,North East,J,   10-19,56,4035,5605
2154,2018,North East,J,   20-49,67,2205,6312
2155,2018,North East,J,   50-99,48,695,5529
2156,2018,North East,J,   100-199,44,315,5477
2157,2018,North East,J,   200-249,16,70,5129
2158,2018,North East,J,   250-499,38,110,5344
2159,2018,North East,J,   500 or more,219,105,28508
2160,2018,North East,K,   1,*,35, ..
2161,2018,North East,K,   2-4,1,285, ..
2162,2018,North East,K,   5-9,*,90, ..
2163,2018,North East,K,   10-19,1,45, ..
2164,2018,North East,K,   20-49,*,15, ..
2165,2018,North East,K,   50-99,1,10, ..
2166,2018,North East,K,   100-199,*,0, ..
2167,2018,North East,K,   200-249,*,0, ..
2168,2018,North East,K,   250-499,*,0, ..
2169,2018,North East,K,   500 or more,*,5, ..
2170,2018,North East,L,   1,0,65,*
2171,2018,North East,L,   2-4,2,605,*
2172,2018,North East,L,   5-9,1,215,103
2173,2018,North East,L,   10-19,1,100,102
2174,2018,North East,L,   20-49,1,20,31
2175,2018,North East,L,   50-99,*,15,61
2176,2018,North East,L,   100-199,1,5,57
2177,2018,North East,L,   200-249,*,0,*
2178,2018,North East,L,   250-499,*,0,*
2179,2018,North East,L,   500 or more,6,5,622
2180,2018,North East,M,   1,1,435,60
2181,2018,North East,M,   2-4,8,3120,779
2182,2018,North East,M,   5-9,5,695,545
2183,2018,North East,M,   10-19,5,380,404
2184,2018,North East,M,   20-49,6,195,488
2185,2018,North East,M,   50-99,5,65,*
2186,2018,North East,M,   100-199,4,25,450
2187,2018,North East,M,   200-249,*,0,*
2188,2018,North East,M,   250-499,*,10,*
2189,2018,North East,M,   500 or more,*,0,*
2190,2018,North East,N,   1,1,680,160
2191,2018,North East,N,   2-4,4,1480,466
2192,2018,North East,N,   5-9,3,465,303
2193,2018,North East,N,   10-19,4,260,400
2194,2018,North East,N,   20-49,4,135,255
2195,2018,North East,N,   50-99,5,60,548
2196,2018,North East,N,   100-199,4,30,283
2197,2018,North East,N,   200-249,3,10,105
2198,2018,North East,N,   250-499,7,20,384
2199,2018,North East,N,   500 or more,27,20,1959
2200,2018,North East,P,   1,0,30,*
2201,2018,North East,P,   2-4,1,300,*
2202,2018,North East,P,   5-9,1,110,*
2203,2018,North East,P,   10-19,1,75,*
2204,2018,North East,P,   20-49,1,35,*
2205,2018,North East,P,   50-99,*,10,*
2206,2018,North East,P,   100-199,*,0,*
2207,2018,North East,P,   200-249,*,0,*
2208,2018,North East,P,   250-499,*,0,*
2209,2018,North East,P,   500 or more,0,0,0
2210,2018,North East,Q,   1,0,175,19
2211,2018,North East,Q,   2-4,2,490,81
2212,2018,North East,Q,   5-9,2,310,116
2213,2018,North East,Q,   10-19,6,375,292
2214,2018,North East,Q,   20-49,10,295,506
2215,2018,North East,Q,   50-99,6,85,263
2216,2018,North East,Q,   100-199,6,40,234
2217,2018,North East,Q,   200-249,*,0,*
2218,2018,North East,Q,   250-499,*,5,*
2219,2018,North East,Q,   500 or more,49,15,1178
2220,2018,North East,R,   1,*,85,*
2221,2018,North East,R,   2-4,1,300,91
2222,2018,North East,R,   5-9,1,135,*
2223,2018,North East,R,   10-19,1,95,*
2224,2018,North East,R,   20-49,1,50,52
2225,2018,North East,R,   50-99,1,15,44
2226,2018,North East,R,   100-199,1,10,43
2227,2018,North East,R,   200-249,*,10,*
2228,2018,North East,R,   250-499,*,5,*
2229,2018,North East,R,   500 or more,7,5,402
2230,2018,North East,S,   1,1,510,*
2231,2018,North East,S,   2-4,5,1455,164
2232,2018,North East,S,   5-9,3,465,*
2233,2018,North East,S,   10-19,2,120,78
2234,2018,North East,S,   20-49,*,35,42
2235,2018,North East,S,   50-99,*,0,*
2236,2018,North East,S,   100-199,*,0,*
2237,2018,North East,S,   200-249,0,0,0
2238,2018,North East,S,   250-499,*,0,*
2239,2018,North East,S,   500 or more,0,0,0
2240,2018,North West,A,   1,5,1775,363
2241,2018,North West,A,   2-4,8,1965,703
2242,2018,North West,A,   5-9,3,490,382
2243,2018,North West,A,   10-19,2,160,258
2244,2018,North West,A,   20-49,2,65,184
2245,2018,North West,A,   50-99,*,15,38
2246,2018,North West,A,   100-199,*,10,*
2247,2018,North West,A,   200-249,*,0,*
2248,2018,North West,A,   250-499,*,0,*
2249,2018,North West,A,   500 or more,*,0,*
2250,2018,North West,B,   1,*,15,*
2251,2018,North West,B,   2-4,1,330,*
2252,2018,North West,B,   5-9,1,195,*
2253,2018,North West,B,   10-19,2,135,294
2254,2018,North West,B,   20-49,3,85,352
2255,2018,North West,B,   50-99,2,35,357
2256,2018,North West,B,   100-199,2,15,412
2257,2018,North West,B,   200-249,*,5,*
2258,2018,North West,B,   250-499,2,10,1117
2259,2018,North West,B,   500 or more,5,5,1558
2260,2018,North West,C,   1,1,575,83
2261,2018,North West,C,   2-4,11,3745,1636
2262,2018,North West,C,   5-9,14,2055,1237
2263,2018,North West,C,   10-19,21,1540,2087
2264,2018,North West,C,   20-49,34,1085,4220
2265,2018,North West,C,   50-99,33,465,5388
2266,2018,North West,C,   100-199,30,215,6279
2267,2018,North West,C,   200-249,11,50,1926
2268,2018,North West,C,   250-499,26,80,5241
2269,2018,North West,C,   500 or more,100,65,35175
2270,2018,North West,F,   1,4,1870,345
2271,2018,North West,F,   2-4,25,9395,3622
2272,2018,North West,F,   5-9,17,2655,2771
2273,2018,North West,F,   10-19,16,1190,2325
2274,2018,North West,F,   20-49,18,570,2856
2275,2018,North West,F,   50-99,13,185,2590
2276,2018,North West,F,   100-199,7,55,1361
2277,2018,North West,F,   200-249,3,10,*
2278,2018,North West,F,   250-499,5,15,1120
2279,2018,North West,F,   500 or more,8,10,*
2280,2018,North West,G,   1,6,2735,558
2281,2018,North West,G,   2-4,41,13370,5793
2282,2018,North West,G,   5-9,41,6125,6964
2283,2018,North West,G,   10-19,37,2775,7358
2284,2018,North West,G,   20-49,41,1350,10625
2285,2018,North West,G,   50-99,26,390,7521
2286,2018,North West,G,   100-199,21,150,6320
2287,2018,North West,G,   200-249,8,35,2543
2288,2018,North West,G,   250-499,18,55,4759
2289,2018,North West,G,   500 or more,245,65,54167
2290,2018,North West,H,   1,1,335,58
2291,2018,North West,H,   2-4,10,3520,645
2292,2018,North West,H,   5-9,10,1530,729
2293,2018,North West,H,   10-19,7,525,731
2294,2018,North West,H,   20-49,10,310,1445
2295,2018,North West,H,   50-99,7,105,942
2296,2018,North West,H,   100-199,8,50,1339
2297,2018,North West,H,   200-249,3,10,335
2298,2018,North West,H,   250-499,3,10,410
2299,2018,North West,H,   500 or more,47,20,6817
2300,2018,North West,I,   1,3,1315,131
2301,2018,North West,I,   2-4,21,6200,857
2302,2018,North West,I,   5-9,24,3435,863
2303,2018,North West,I,   10-19,28,1995,927
2304,2018,North West,I,   20-49,31,1050,948
2305,2018,North West,I,   50-99,16,240,689
2306,2018,North West,I,   100-199,11,80,568
2307,2018,North West,I,   200-249,3,15,207
2308,2018,North West,I,   250-499,9,25,291
2309,2018,North West,I,   500 or more,91,35,3606
2310,2018,North West,J,   1,32,14430,2452
2311,2018,North West,J,   2-4,212,73825,21899
2312,2018,North West,J,   5-9,182,26950,19605
2313,2018,North West,J,   10-19,199,14425,20463
2314,2018,North West,J,   20-49,238,7770,30050
2315,2018,North West,J,   50-99,172,2505,23696
2316,2018,North West,J,   100-199,138,985,21519
2317,2018,North West,J,   200-249,47,210,7587
2318,2018,North West,J,   250-499,127,375,19477
2319,2018,North West,J,   500 or more,762,370,133388
2320,2018,North West,K,   1,0,80,  ..
2321,2018,North West,K,   2-4,3,1135,  ..
2322,2018,North West,K,   5-9,3,390,  ..
2323,2018,North West,K,   10-19,3,230,  ..
2324,2018,North West,K,   20-49,3,110,  ..
2325,2018,North West,K,   50-99,4,55,  ..
2326,2018,North West,K,   100-199,3,20,  ..
2327,2018,North West,K,   200-249,2,5,  ..
2328,2018,North West,K,   250-499,3,10,  ..
2329,2018,North West,K,   500 or more,25,15,  ..
2330,2018,North West,L,   1,*,265,55
2331,2018,North West,L,   2-4,7,2585,773
2332,2018,North West,L,   5-9,6,870,500
2333,2018,North West,L,   10-19,4,335,471
2334,2018,North West,L,   20-49,3,100,173
2335,2018,North West,L,   50-99,*,35,206
2336,2018,North West,L,   100-199,2,15,215
2337,2018,North West,L,   200-249,*,0,*
2338,2018,North West,L,   250-499,4,10,508
2339,2018,North West,L,   500 or more,6,10,*
2340,2018,North West,M,   1,3,1350,199
2341,2018,North West,M,   2-4,29,11550,2615
2342,2018,North West,M,   5-9,18,2700,2329
2343,2018,North West,M,   10-19,21,1500,1776
2344,2018,North West,M,   20-49,24,780,4204
2345,2018,North West,M,   50-99,19,275,1753
2346,2018,North West,M,   100-199,12,85,1869
2347,2018,North West,M,   200-249,3,15,288
2348,2018,North West,M,   250-499,14,40,1676
2349,2018,North West,M,   500 or more,67,45,4651
2350,2018,North West,N,   1,4,1895,447
2351,2018,North West,N,   2-4,20,7135,2388
2352,2018,North West,N,   5-9,15,2245,1799
2353,2018,North West,N,   10-19,15,1090,1757
2354,2018,North West,N,   20-49,16,540,1610
2355,2018,North West,N,   50-99,17,240,1843
2356,2018,North West,N,   100-199,19,135,1844
2357,2018,North West,N,   200-249,6,25,805
2358,2018,North West,N,   250-499,23,65,3132
2359,2018,North West,N,   500 or more,87,55,7431
2360,2018,North West,P,   1,*,85,*
2361,2018,North West,P,   2-4,3,970,*
2362,2018,North West,P,   5-9,3,450,170
2363,2018,North West,P,   10-19,4,290,197
2364,2018,North West,P,   20-49,5,150,271
2365,2018,North West,P,   50-99,3,40,125
2366,2018,North West,P,   100-199,2,15,*
2367,2018,North West,P,   200-249,*,5,*
2368,2018,North West,P,   250-499,2,5,*
2369,2018,North West,P,   500 or more,*,5,*
2370,2018,North West,Q,   1,1,485,56
2371,2018,North West,Q,   2-4,6,2245,365
2372,2018,North West,Q,   5-9,10,1345,516
2373,2018,North West,Q,   10-19,23,1515,1158
2374,2018,North West,Q,   20-49,32,1020,1643
2375,2018,North West,Q,   50-99,19,275,984
2376,2018,North West,Q,   100-199,12,85,508
2377,2018,North West,Q,   200-249,3,15,166
2378,2018,North West,Q,   250-499,8,25,322
2379,2018,North West,Q,   500 or more,21,15,1056
2380,2018,North West,R,   1,*,195,30
2381,2018,North West,R,   2-4,3,1175,306
2382,2018,North West,R,   5-9,3,400,*
2383,2018,North West,R,   10-19,4,265,153
2384,2018,North West,R,   20-49,5,155,190
2385,2018,North West,R,   50-99,3,45,408
2386,2018,North West,R,   100-199,3,25,*
2387,2018,North West,R,   200-249,*,5,*
2388,2018,North West,R,   250-499,*,15,*
2389,2018,North West,R,   500 or more,32,15,12433
2390,2018,North West,S,   1,3,1385,*
2391,2018,North West,S,   2-4,14,4365,635
2392,2018,North West,S,   5-9,9,1360,437
2393,2018,North West,S,   10-19,6,445,366
2394,2018,North West,S,   20-49,4,125,265
2395,2018,North West,S,   50-99,2,30,148
2396,2018,North West,S,   100-199,*,10,55
2397,2018,North West,S,   200-249,*,5,*
2398,2018,North West,S,   250-499,*,5,*
2399,2018,North West,S,   500 or more,*,0,*
2400,2018,Yorkshire and the Humber,A,   1,4,1585,375
2401,2018,Yorkshire and the Humber,A,   2-4,7,1910,766
2402,2018,Yorkshire and the Humber,A,   5-9,4,560,672
2403,2018,Yorkshire and the Humber,A,   10-19,3,180,303
2404,2018,Yorkshire and the Humber,A,   20-49,3,95,345
2405,2018,Yorkshire and the Humber,A,   50-99,2,25,186
2406,2018,Yorkshire and the Humber,A,   100-199,*,5,*
2407,2018,Yorkshire and the Humber,A,   200-249,0,0,0
2408,2018,Yorkshire and the Humber,A,   250-499,*,0,*
2409,2018,Yorkshire and the Humber,A,   500 or more,*,0,*
2410,2018,Yorkshire and the Humber,B,   1,*,20,3
2411,2018,Yorkshire and the Humber,B,   2-4,1,275,113
2412,2018,Yorkshire and the Humber,B,   5-9,1,155,*
2413,2018,Yorkshire and the Humber,B,   10-19,1,80,168
2414,2018,Yorkshire and the Humber,B,   20-49,3,85,735
2415,2018,Yorkshire and the Humber,B,   50-99,2,25,601
2416,2018,Yorkshire and the Humber,B,   100-199,1,5,317
2417,2018,Yorkshire and the Humber,B,   200-249,1,5,573
2418,2018,Yorkshire and the Humber,B,   250-499,2,5,1249
2419,2018,Yorkshire and the Humber,B,   500 or more,*,5,*
2420,2018,Yorkshire and the Humber,C,   1,1,545,76
2421,2018,Yorkshire and the Humber,C,   2-4,9,3070,837
2422,2018,Yorkshire and the Humber,C,   5-9,12,1755,1138
2423,2018,Yorkshire and the Humber,C,   10-19,18,1300,1701
2424,2018,Yorkshire and the Humber,C,   20-49,31,1000,3571
2425,2018,Yorkshire and the Humber,C,   50-99,31,445,4542
2426,2018,Yorkshire and the Humber,C,   100-199,30,220,4845
2427,2018,Yorkshire and the Humber,C,   200-249,11,50,1637
2428,2018,Yorkshire and the Humber,C,   250-499,30,90,6066
2429,2018,Yorkshire and the Humber,C,   500 or more,103,65,19351
2430,2018,Yorkshire and the Humber,F,   1,4,1645,290
2431,2018,Yorkshire and the Humber,F,   2-4,20,7415,2721
2432,2018,Yorkshire and the Humber,F,   5-9,13,1970,1847
2433,2018,Yorkshire and the Humber,F,   10-19,13,950,1915
2434,2018,Yorkshire and the Humber,F,   20-49,14,450,2180
2435,2018,Yorkshire and the Humber,F,   50-99,9,125,1729
2436,2018,Yorkshire and the Humber,F,   100-199,5,35,1364
2437,2018,Yorkshire and the Humber,F,   200-249,1,5,242
2438,2018,Yorkshire and the Humber,F,   250-499,4,10,991
2439,2018,Yorkshire and the Humber,F,   500 or more,16,10,5077
2440,2018,Yorkshire and the Humber,G,   1,5,2320,524
2441,2018,Yorkshire and the Humber,G,   2-4,30,9690,4162
2442,2018,Yorkshire and the Humber,G,   5-9,30,4350,4401
2443,2018,Yorkshire and the Humber,G,   10-19,29,2125,5579
2444,2018,Yorkshire and the Humber,G,   20-49,29,970,7907
2445,2018,Yorkshire and the Humber,G,   50-99,20,300,5420
2446,2018,Yorkshire and the Humber,G,   100-199,15,105,3375
2447,2018,Yorkshire and the Humber,G,   200-249,4,20,1446
2448,2018,Yorkshire and the Humber,G,   250-499,13,35,4830
2449,2018,Yorkshire and the Humber,G,   500 or more,380,55,60029
2450,2018,Yorkshire and the Humber,H,   1,1,350,54
2451,2018,Yorkshire and the Humber,H,   2-4,6,2060,524
2452,2018,Yorkshire and the Humber,H,   5-9,4,625,408
2453,2018,Yorkshire and the Humber,H,   10-19,5,385,662
2454,2018,Yorkshire and the Humber,H,   20-49,7,240,926
2455,2018,Yorkshire and the Humber,H,   50-99,6,90,717
2456,2018,Yorkshire and the Humber,H,   100-199,7,50,1067
2457,2018,Yorkshire and the Humber,H,   200-249,2,10,125
2458,2018,Yorkshire and the Humber,H,   250-499,5,15,566
2459,2018,Yorkshire and the Humber,H,   500 or more,28,15,2743
2460,2018,Yorkshire and the Humber,I,   1,2,1070,99
2461,2018,Yorkshire and the Humber,I,   2-4,17,4865,668
2462,2018,Yorkshire and the Humber,I,   5-9,18,2595,614
2463,2018,Yorkshire and the Humber,I,   10-19,21,1525,687
2464,2018,Yorkshire and the Humber,I,   20-49,22,760,672
2465,2018,Yorkshire and the Humber,I,   50-99,10,145,330
2466,2018,Yorkshire and the Humber,I,   100-199,5,40,209
2467,2018,Yorkshire and the Humber,I,   200-249,3,15,127
2468,2018,Yorkshire and the Humber,I,   250-499,7,20,389
2469,2018,Yorkshire and the Humber,I,   500 or more,28,15,1124
2470,2018,Yorkshire and the Humber,J,   1,27,11915,2088
