,Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover
561,2017,East Midlands,K,   2-4,2,725, ..
562,2017,East Midlands,K,   5-9,1,210, ..
563,2017,East Midlands,K,   10-19,1,95, ..
564,2017,East Midlands,K,   20-49,2,55, ..
565,2017,East Midlands,K,   50-99,*,20, ..
566,2017,East Midlands,K,   100-199,*,10, ..
567,2017,East Midlands,K,   200-249,*,5, ..
568,2017,East Midlands,K,   250-499,2,5, ..
569,2017,East Midlands,K,   500 or more,28,5, ..
570,2017,East Midlands,L,   1,0,130,*
571,2017,East Midlands,L,   2-4,4,1430,381
572,2017,East Midlands,L,   5-9,3,485,287
573,2017,East Midlands,L,   10-19,3,195,164
574,2017,East Midlands,L,   20-49,2,70,185
575,2017,East Midlands,L,   50-99,1,10,*
576,2017,East Midlands,L,   100-199,*,5,*
577,2017,East Midlands,L,   200-249,*,0,*
578,2017,East Midlands,L,   250-499,*,5,*
579,2017,East Midlands,L,   500 or more,*,0,*
580,2017,East Midlands,M,   1,*,905,*
581,2017,East Midlands,M,   2-4,21,8140,1595
582,2017,East Midlands,M,   5-9,10,1525,820
583,2017,East Midlands,M,   10-19,11,840,984
584,2017,East Midlands,M,   20-49,12,395,2436
585,2017,East Midlands,M,   50-99,8,115,682
586,2017,East Midlands,M,   100-199,6,45,864
587,2017,East Midlands,M,   200-249,*,10,*
588,2017,East Midlands,M,   250-499,*,20,*
589,2017,East Midlands,M,   500 or more,*,10,*
590,2017,East Midlands,N,   1,3,1305,325
591,2017,East Midlands,N,   2-4,11,3745,1280
592,2017,East Midlands,N,   5-9,8,1175,882
593,2017,East Midlands,N,   10-19,9,630,901
594,2017,East Midlands,N,   20-49,11,345,973
595,2017,East Midlands,N,   50-99,10,145,613
596,2017,East Midlands,N,   100-199,13,90,725
597,2017,East Midlands,N,   200-249,4,20,186
598,2017,East Midlands,N,   250-499,12,35,683
599,2017,East Midlands,N,   500 or more,152,40,3471
600,2017,East Midlands,P,   1,0,80,*
601,2017,East Midlands,P,   2-4,2,645,106
602,2017,East Midlands,P,   5-9,2,310,118
603,2017,East Midlands,P,   10-19,3,200,141
604,2017,East Midlands,P,   20-49,2,70,105
605,2017,East Midlands,P,   50-99,*,25,89
606,2017,East Midlands,P,   100-199,1,10,*
607,2017,East Midlands,P,   200-249,*,0,*
608,2017,East Midlands,P,   250-499,*,5,*
609,2017,East Midlands,P,   500 or more,*,5,*
610,2017,East Midlands,Q,   1,*,315,*
611,2017,East Midlands,Q,   2-4,4,1465,224
612,2017,East Midlands,Q,   5-9,6,755,290
613,2017,East Midlands,Q,   10-19,13,840,653
614,2017,East Midlands,Q,   20-49,24,740,1223
615,2017,East Midlands,Q,   50-99,13,195,663
616,2017,East Midlands,Q,   100-199,8,60,463
617,2017,East Midlands,Q,   200-249,3,10,*
618,2017,East Midlands,Q,   250-499,9,25,299
619,2017,East Midlands,Q,   500 or more,36,15,1172
620,2017,East Midlands,R,   1,*,115,*
621,2017,East Midlands,R,   2-4,2,740,156
622,2017,East Midlands,R,   5-9,2,280,106
623,2017,East Midlands,R,   10-19,*,170,177
624,2017,East Midlands,R,   20-49,4,120,129
625,2017,East Midlands,R,   50-99,3,40,*
626,2017,East Midlands,R,   100-199,3,20,200
627,2017,East Midlands,R,   200-249,*,5,*
628,2017,East Midlands,R,   250-499,*,5,*
629,2017,East Midlands,R,   500 or more,18,5,*
630,2017,East Midlands,S,   1,2,885,*
631,2017,East Midlands,S,   2-4,8,2495,335
632,2017,East Midlands,S,   5-9,6,805,*
633,2017,East Midlands,S,   10-19,4,310,223
634,2017,East Midlands,S,   20-49,3,100,145
635,2017,East Midlands,S,   50-99,1,15,53
636,2017,East Midlands,S,   100-199,*,10,59
637,2017,East Midlands,S,   200-249,0,0,0
638,2017,East Midlands,S,   250-499,*,0,*
639,2017,East Midlands,S,   500 or more,*,0,*
640,2017,West Midlands,A,   1,5,1790,373
641,2017,West Midlands,A,   2-4,8,2050,853
642,2017,West Midlands,A,   5-9,4,600,*
643,2017,West Midlands,A,   10-19,3,180,226
644,2017,West Midlands,A,   20-49,2,75,190
645,2017,West Midlands,A,   50-99,*,30,*
646,2017,West Midlands,A,   100-199,2,15,163
647,2017,West Midlands,A,   200-249,*,5,82
648,2017,West Midlands,A,   250-499,3,10,94
649,2017,West Midlands,A,   500 or more,*,5,*
650,2017,West Midlands,B,   1,*,25,4
651,2017,West Midlands,B,   2-4,1,260,105
652,2017,West Midlands,B,   5-9,1,185,427
653,2017,West Midlands,B,   10-19,1,95,244
654,2017,West Midlands,B,   20-49,2,70,486
655,2017,West Midlands,B,   50-99,*,15,182
656,2017,West Midlands,B,   100-199,0,5,61
657,2017,West Midlands,B,   200-249,*,0,*
658,2017,West Midlands,B,   250-499,*,10,*
659,2017,West Midlands,B,   500 or more,27,5,12544
660,2017,West Midlands,C,   1,1,565,73
661,2017,West Midlands,C,   2-4,11,3865,1110
662,2017,West Midlands,C,   5-9,14,2120,1367
663,2017,West Midlands,C,   10-19,22,1570,2443
664,2017,West Midlands,C,   20-49,39,1260,4795
665,2017,West Midlands,C,   50-99,32,465,4313
666,2017,West Midlands,C,   100-199,33,235,4597
667,2017,West Midlands,C,   200-249,9,40,2194
668,2017,West Midlands,C,   250-499,33,95,6504
669,2017,West Midlands,C,   500 or more,112,60,55497
670,2017,West Midlands,F,   1,3,1590,275
671,2017,West Midlands,F,   2-4,20,7415,3151
672,2017,West Midlands,F,   5-9,13,1975,2096
673,2017,West Midlands,F,   10-19,12,905,1771
674,2017,West Midlands,F,   20-49,12,380,2580
675,2017,West Midlands,F,   50-99,6,90,1396
676,2017,West Midlands,F,   100-199,3,20,536
677,2017,West Midlands,F,   200-249,2,10,421
678,2017,West Midlands,F,   250-499,4,10,919
679,2017,West Midlands,F,   500 or more,14,10,4579
680,2017,West Midlands,G,   1,6,2495,532
681,2017,West Midlands,G,   2-4,34,11025,4756
682,2017,West Midlands,G,   5-9,33,4915,4729
683,2017,West Midlands,G,   10-19,31,2345,5835
684,2017,West Midlands,G,   20-49,31,1055,7780
685,2017,West Midlands,G,   50-99,21,305,5993
686,2017,West Midlands,G,   100-199,17,120,5046
687,2017,West Midlands,G,   200-249,5,20,1407
688,2017,West Midlands,G,   250-499,17,50,4318
689,2017,West Midlands,G,   500 or more,175,55,33195
690,2017,West Midlands,H,   1,1,320,51
691,2017,West Midlands,H,   2-4,8,3100,646
692,2017,West Midlands,H,   5-9,8,1225,544
693,2017,West Midlands,H,   10-19,8,615,696
694,2017,West Midlands,H,   20-49,8,265,872
695,2017,West Midlands,H,   50-99,5,65,505
696,2017,West Midlands,H,   100-199,5,35,894
697,2017,West Midlands,H,   200-249,2,5,162
698,2017,West Midlands,H,   250-499,3,10,336
699,2017,West Midlands,H,   500 or more,43,20,4469
700,2017,West Midlands,I,   1,*,1030,*
701,2017,West Midlands,I,   2-4,15,4455,691
702,2017,West Midlands,I,   5-9,16,2275,575
703,2017,West Midlands,I,   10-19,16,1175,476
704,2017,West Midlands,I,   20-49,19,645,589
705,2017,West Midlands,I,   50-99,8,115,282
706,2017,West Midlands,I,   100-199,6,45,267
707,2017,West Midlands,I,   200-249,*,5,*
708,2017,West Midlands,I,   250-499,6,20,608
709,2017,West Midlands,I,   500 or more,158,25,6745
710,2017,West Midlands,J,   1,27,12120,2068
711,2017,West Midlands,J,   2-4,172,59595,18175
712,2017,West Midlands,J,   5-9,149,22060,15411
713,2017,West Midlands,J,   10-19,157,11515,16858
714,2017,West Midlands,J,   20-49,184,6055,22641
715,2017,West Midlands,J,   50-99,126,1830,16709
716,2017,West Midlands,J,   100-199,106,765,14950
717,2017,West Midlands,J,   200-249,34,150,5516
718,2017,West Midlands,J,   250-499,113,330,17721
719,2017,West Midlands,J,   500 or more,798,295,134552
720,2017,West Midlands,K,   1,0,70, ..
721,2017,West Midlands,K,   2-4,2,820, ..
722,2017,West Midlands,K,   5-9,2,290, ..
723,2017,West Midlands,K,   10-19,1,110, ..
724,2017,West Midlands,K,   20-49,2,60, ..
725,2017,West Midlands,K,   50-99,2,20, ..
726,2017,West Midlands,K,   100-199,*,5, ..
727,2017,West Midlands,K,   200-249,*,0, ..
728,2017,West Midlands,K,   250-499,2,5, ..
729,2017,West Midlands,K,   500 or more,*,10, ..
730,2017,West Midlands,L,   1,*,190,*
731,2017,West Midlands,L,   2-4,5,1705,494
732,2017,West Midlands,L,   5-9,4,570,352
733,2017,West Midlands,L,   10-19,3,240,300
734,2017,West Midlands,L,   20-49,2,65,140
735,2017,West Midlands,L,   50-99,*,25,*
736,2017,West Midlands,L,   100-199,2,15,*
737,2017,West Midlands,L,   200-249,0,0,0
738,2017,West Midlands,L,   250-499,*,5,*
739,2017,West Midlands,L,   500 or more,6,5,611
740,2017,West Midlands,M,   1,2,985,144
741,2017,West Midlands,M,   2-4,23,9025,2426
742,2017,West Midlands,M,   5-9,13,1950,1230
743,2017,West Midlands,M,   10-19,14,1030,1337
744,2017,West Midlands,M,   20-49,14,455,1060
745,2017,West Midlands,M,   50-99,8,115,669
746,2017,West Midlands,M,   100-199,8,55,995
747,2017,West Midlands,M,   200-249,3,15,242
748,2017,West Midlands,M,   250-499,7,20,721
749,2017,West Midlands,M,   500 or more,21,15,2435
750,2017,West Midlands,N,   1,3,1300,316
751,2017,West Midlands,N,   2-4,16,5435,2149
752,2017,West Midlands,N,   5-9,17,2555,2170
753,2017,West Midlands,N,   10-19,13,1000,1619
754,2017,West Midlands,N,   20-49,14,455,1691
755,2017,West Midlands,N,   50-99,13,190,898
756,2017,West Midlands,N,   100-199,12,85,636
757,2017,West Midlands,N,   200-249,4,15,260
758,2017,West Midlands,N,   250-499,12,35,647
759,2017,West Midlands,N,   500 or more,161,45,9765
760,2017,West Midlands,P,   1,0,75,*
761,2017,West Midlands,P,   2-4,2,760,129
762,2017,West Midlands,P,   5-9,2,330,*
763,2017,West Midlands,P,   10-19,3,190,*
764,2017,West Midlands,P,   20-49,3,85,*
765,2017,West Midlands,P,   50-99,3,35,*
766,2017,West Midlands,P,   100-199,3,20,*
767,2017,West Midlands,P,   200-249,*,5,*
768,2017,West Midlands,P,   250-499,*,5,*
769,2017,West Midlands,P,   500 or more,*,5,*
770,2017,West Midlands,Q,   1,1,340,38
771,2017,West Midlands,Q,   2-4,5,1875,288
772,2017,West Midlands,Q,   5-9,8,1090,433
773,2017,West Midlands,Q,   10-19,17,1135,873
774,2017,West Midlands,Q,   20-49,24,765,1308
775,2017,West Midlands,Q,   50-99,16,235,840
776,2017,West Midlands,Q,   100-199,9,65,396
777,2017,West Midlands,Q,   200-249,3,15,120
778,2017,West Midlands,Q,   250-499,10,30,308
779,2017,West Midlands,Q,   500 or more,37,20,2196
780,2017,West Midlands,R,   1,0,155,19
781,2017,West Midlands,R,   2-4,2,835,161
782,2017,West Midlands,R,   5-9,2,300,*
783,2017,West Midlands,R,   10-19,3,195,131
784,2017,West Midlands,R,   20-49,3,115,*
785,2017,West Midlands,R,   50-99,2,35,114
786,2017,West Midlands,R,   100-199,2,20,101
787,2017,West Midlands,R,   200-249,1,5,55
788,2017,West Midlands,R,   250-499,4,10,196
789,2017,West Midlands,R,   500 or more,8,5,414
790,2017,West Midlands,S,   1,2,1110,*
791,2017,West Midlands,S,   2-4,10,3100,494
792,2017,West Midlands,S,   5-9,7,1020,344
793,2017,West Midlands,S,   10-19,5,400,*
794,2017,West Midlands,S,   20-49,3,120,283
795,2017,West Midlands,S,   50-99,*,25,*
796,2017,West Midlands,S,   100-199,*,5,41
797,2017,West Midlands,S,   200-249,*,5,*
798,2017,West Midlands,S,   250-499,0,0,0
799,2017,West Midlands,S,   500 or more,*,5,*
800,2017,East of England,A,   1,4,1505,322
801,2017,East of England,A,   2-4,9,2495,930
802,2017,East of England,A,   5-9,6,910,749
803,2017,East of England,A,   10-19,5,370,577
804,2017,East of England,A,   20-49,5,155,798
805,2017,East of England,A,   50-99,4,55,544
806,2017,East of England,A,   100-199,2,15,*
807,2017,East of England,A,   200-249,*,5,*
808,2017,East of England,A,   250-499,2,5,309
809,2017,East of England,A,   500 or more,*,0,*
810,2017,East of England,B,   1,0,35,6
811,2017,East of England,B,   2-4,1,345,*
812,2017,East of England,B,   5-9,1,160,248
813,2017,East of England,B,   10-19,1,115,245
814,2017,East of England,B,   20-49,2,65,319
815,2017,East of England,B,   50-99,2,25,250
816,2017,East of England,B,   100-199,*,0,*
817,2017,East of England,B,   200-249,*,0,*
818,2017,East of England,B,   250-499,2,5,1508
819,2017,East of England,B,   500 or more,*,0,*
820,2017,East of England,C,   1,1,530,72
821,2017,East of England,C,   2-4,11,3695,1030
822,2017,East of England,C,   5-9,13,1925,1417
823,2017,East of England,C,   10-19,18,1265,1797
824,2017,East of England,C,   20-49,28,915,3383
825,2017,East of England,C,   50-99,25,370,3729
826,2017,East of England,C,   100-199,25,170,4528
827,2017,East of England,C,   200-249,6,25,1154
828,2017,East of England,C,   250-499,18,50,4610
829,2017,East of England,C,   500 or more,70,50,33793
830,2017,East of England,F,   1,5,2290,436
831,2017,East of England,F,   2-4,32,12160,5703
832,2017,East of England,F,   5-9,18,2815,3432
833,2017,East of England,F,   10-19,16,1170,2825
834,2017,East of England,F,   20-49,15,520,3171
835,2017,East of England,F,   50-99,8,120,1965
836,2017,East of England,F,   100-199,9,65,2260
837,2017,East of England,F,   200-249,2,10,491
838,2017,East of England,F,   250-499,7,20,2241
839,2017,East of England,F,   500 or more,31,15,8779
840,2017,East of England,G,   1,5,2320,524
841,2017,East of England,G,   2-4,35,11215,5968
842,2017,East of England,G,   5-9,37,5430,5977
843,2017,East of England,G,   10-19,35,2580,7910
844,2017,East of England,G,   20-49,35,1170,8713
845,2017,East of England,G,   50-99,23,335,6986
846,2017,East of England,G,   100-199,17,125,6485
847,2017,East of England,G,   200-249,7,35,4537
848,2017,East of England,G,   250-499,20,55,6240
849,2017,East of England,G,   500 or more,456,55,77995
850,2017,East of England,H,   1,1,400,69
851,2017,East of England,H,   2-4,8,2890,829
852,2017,East of England,H,   5-9,7,1015,807
853,2017,East of England,H,   10-19,8,555,1133
854,2017,East of England,H,   20-49,11,360,1913
855,2017,East of England,H,   50-99,9,130,1279
856,2017,East of England,H,   100-199,8,55,1374
857,2017,East of England,H,   200-249,3,10,457
858,2017,East of England,H,   250-499,4,10,440
859,2017,East of England,H,   500 or more,32,20,9972
860,2017,East of England,I,   1,2,870,95
861,2017,East of England,I,   2-4,16,4715,673
862,2017,East of England,I,   5-9,20,2805,712
863,2017,East of England,I,   10-19,22,1560,690
864,2017,East of England,I,   20-49,22,760,682
865,2017,East of England,I,   50-99,9,140,386
866,2017,East of England,I,   100-199,6,45,223
867,2017,East of England,I,   200-249,1,5,47
868,2017,East of England,I,   250-499,10,30,434
869,2017,East of England,I,   500 or more,179,25,8358
870,2017,East of England,J,   1,30,13605,2409
871,2017,East of England,J,   2-4,213,76115,24514
872,2017,East of England,J,   5-9,175,25830,19494
873,2017,East of England,J,   10-19,181,13265,21581
874,2017,East of England,J,   20-49,210,6915,26428
875,2017,East of England,J,   50-99,144,2105,21243
876,2017,East of England,J,   100-199,123,880,19381
877,2017,East of England,J,   200-249,37,170,8287
878,2017,East of England,J,   250-499,118,335,21137
879,2017,East of England,J,   500 or more,1227,350,174825
880,2017,East of England,K,   1,*,105, ..
881,2017,East of England,K,   2-4,3,1255, ..
882,2017,East of England,K,   5-9,2,370, ..
883,2017,East of England,K,   10-19,2,175, ..
884,2017,East of England,K,   20-49,2,60, ..
885,2017,East of England,K,   50-99,2,30, ..
886,2017,East of England,K,   100-199,3,20, ..
887,2017,East of England,K,   200-249,*,5, ..
888,2017,East of England,K,   250-499,*,5, ..
889,2017,East of England,K,   500 or more,38,15, ..
890,2017,East of England,L,   1,*,230,*
891,2017,East of England,L,   2-4,7,2425,1046
892,2017,East of England,L,   5-9,5,820,395
893,2017,East of England,L,   10-19,4,330,311
894,2017,East of England,L,   20-49,3,100,262
895,2017,East of England,L,   50-99,*,20,*
896,2017,East of England,L,   100-199,3,20,284
897,2017,East of England,L,   200-249,*,5,*
898,2017,East of England,L,   250-499,4,10,622
899,2017,East of England,L,   500 or more,24,15,2044
900,2017,East of England,M,   1,3,1440,178
901,2017,East of England,M,   2-4,33,13370,2855
902,2017,East of England,M,   5-9,18,2665,1619
903,2017,East of England,M,   10-19,18,1300,1748
904,2017,East of England,M,   20-49,18,600,1748
905,2017,East of England,M,   50-99,15,215,1921
906,2017,East of England,M,   100-199,11,75,894
907,2017,East of England,M,   200-249,2,10,394
908,2017,East of England,M,   250-499,11,30,1354
909,2017,East of England,M,   500 or more,61,30,7622
910,2017,East of England,N,   1,4,1890,451
911,2017,East of England,N,   2-4,22,7735,2814
912,2017,East of England,N,   5-9,18,2785,2336
913,2017,East of England,N,   10-19,17,1275,2061
914,2017,East of England,N,   20-49,18,595,2064
915,2017,East of England,N,   50-99,17,255,1950
916,2017,East of England,N,   100-199,17,120,1122
917,2017,East of England,N,   200-249,6,30,577
918,2017,East of England,N,   250-499,19,55,1561
919,2017,East of England,N,   500 or more,208,70,8222
920,2017,East of England,P,   1,0,80,*
921,2017,East of England,P,   2-4,3,995,*
922,2017,East of England,P,   5-9,3,480,207
923,2017,East of England,P,   10-19,4,300,*
924,2017,East of England,P,   20-49,4,125,197
925,2017,East of England,P,   50-99,2,30,119
926,2017,East of England,P,   100-199,2,15,98
927,2017,East of England,P,   200-249,2,5,*
928,2017,East of England,P,   250-499,3,10,*
929,2017,East of England,P,   500 or more,5,5,333
930,2017,East of England,Q,   1,1,450,50
931,2017,East of England,Q,   2-4,6,2035,333
932,2017,East of England,Q,   5-9,8,1095,430
933,2017,East of England,Q,   10-19,15,995,754
934,2017,East of England,Q,   20-49,28,860,1575
935,2017,East of England,Q,   50-99,15,220,776
936,2017,East of England,Q,   100-199,12,90,558
937,2017,East of England,Q,   200-249,3,15,97
938,2017,East of England,Q,   250-499,7,20,191
939,2017,East of England,Q,   500 or more,59,20,2143
940,2017,East of England,R,   1,1,230,*
941,2017,East of England,R,   2-4,3,1265,*
942,2017,East of England,R,   5-9,3,395,164
943,2017,East of England,R,   10-19,4,285,*
944,2017,East of England,R,   20-49,6,190,251
945,2017,East of England,R,   50-99,3,50,*
946,2017,East of England,R,   100-199,3,25,*
947,2017,East of England,R,   200-249,1,5,*
948,2017,East of England,R,   250-499,5,10,398
949,2017,East of England,R,   500 or more,14,10,*
950,2017,East of England,S,   1,2,1095,*
951,2017,East of England,S,   2-4,10,3285,506
952,2017,East of England,S,   5-9,9,1235,370
953,2017,East of England,S,   10-19,6,480,379
954,2017,East of England,S,   20-49,4,140,232
955,2017,East of England,S,   50-99,*,25,*
956,2017,East of England,S,   100-199,*,10,*
957,2017,East of England,S,   200-249,*,0,*
958,2017,East of England,S,   250-499,*,5,*
959,2017,East of England,S,   500 or more,*,5,*
960,2017,London,A,   1,0,40,*
961,2017,London,A,   2-4,1,175,58
962,2017,London,A,   5-9,0,60,*
963,2017,London,A,   10-19,*,25,*
964,2017,London,A,   20-49,1,20,*
965,2017,London,A,   50-99,*,5,*
966,2017,London,A,   100-199,*,5,*
967,2017,London,A,   200-249,0,0,0
968,2017,London,A,   250-499,0,0,0
969,2017,London,A,   500 or more,0,0,0
970,2017,London,B,   1,*,20,*
971,2017,London,B,   2-4,2,575,1111
972,2017,London,B,   5-9,2,350,1971
973,2017,London,B,   10-19,*,260,823
974,2017,London,B,   20-49,2,50,2864
975,2017,London,B,   50-99,*,25,566
976,2017,London,B,   100-199,2,15,2581
977,2017,London,B,   200-249,1,5,1290
978,2017,London,B,   250-499,*,10,3921
979,2017,London,B,   500 or more,33,10,27079
980,2017,London,C,   1,1,490,70
981,2017,London,C,   2-4,10,3770,1377
982,2017,London,C,   5-9,11,1580,1356
983,2017,London,C,   10-19,13,940,1320
984,2017,London,C,   20-49,16,520,2437
985,2017,London,C,   50-99,12,175,2002
986,2017,London,C,   100-199,11,80,2122
987,2017,London,C,   200-249,3,15,585
988,2017,London,C,   250-499,9,25,2665
989,2017,London,C,   500 or more,56,25,41913
990,2017,London,F,   1,2,1150,273
991,2017,London,F,   2-4,38,15125,9435
992,2017,London,F,   5-9,20,3035,5280
993,2017,London,F,   10-19,17,1315,4815
994,2017,London,F,   20-49,13,430,4563
995,2017,London,F,   50-99,9,135,2462
996,2017,London,F,   100-199,7,45,2423
997,2017,London,F,   200-249,2,10,493
998,2017,London,F,   250-499,9,25,2479
