,Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover
19789,2023,East Midlands,M,   500 or more,22,15,1949
19790,2023,East Midlands,N,   1,3,1215,277
19791,2023,East Midlands,N,   2-4,13,4575,2011
19792,2023,East Midlands,N,   5-9,11,1635,1147
19793,2023,East Midlands,N,   10-19,9,660,1017
19794,2023,East Midlands,N,   20-49,11,365,1231
19795,2023,East Midlands,N,   50-99,10,150,982
19796,2023,East Midlands,N,   100-199,14,100,1157
19797,2023,East Midlands,N,   200-249,4,15,184
19798,2023,East Midlands,N,   250-499,12,35,731
19799,2023,East Midlands,N,   500 or more,123,40,4205
19800,2023,East Midlands,P,   1,*,75,10
19801,2023,East Midlands,P,   2-4,2,705,122
19802,2023,East Midlands,P,   5-9,2,310,151
19803,2023,East Midlands,P,   10-19,3,215,154
19804,2023,East Midlands,P,   20-49,2,75,115
19805,2023,East Midlands,P,   50-99,*,25,104
19806,2023,East Midlands,P,   100-199,1,10,67
19807,2023,East Midlands,P,   200-249,*,0,*
19808,2023,East Midlands,P,   250-499,*,5,*
19809,2023,East Midlands,P,   500 or more,*,5,*
19810,2023,East Midlands,Q,   1,1,250,30
19811,2023,East Midlands,Q,   2-4,4,1305,243
19812,2023,East Midlands,Q,   5-9,5,725,287
19813,2023,East Midlands,Q,   10-19,12,785,635
19814,2023,East Midlands,Q,   20-49,23,705,1270
19815,2023,East Midlands,Q,   50-99,16,225,783
19816,2023,East Midlands,Q,   100-199,8,60,359
19817,2023,East Midlands,Q,   200-249,6,30,244
19818,2023,East Midlands,Q,   250-499,11,35,413
19819,2023,East Midlands,Q,   500 or more,50,20,1766
19820,2023,East Midlands,R,   1,0,145,21
19821,2023,East Midlands,R,   2-4,2,850,196
19822,2023,East Midlands,R,   5-9,2,325,*
19823,2023,East Midlands,R,   10-19,3,190,165
19824,2023,East Midlands,R,   20-49,4,125,188
19825,2023,East Midlands,R,   50-99,2,30,83
19826,2023,East Midlands,R,   100-199,*,15,143
19827,2023,East Midlands,R,   200-249,*,0,*
19828,2023,East Midlands,R,   250-499,*,5,*
19829,2023,East Midlands,R,   500 or more,19,10,2151
19830,2023,East Midlands,S,   1,2,810,*
19831,2023,East Midlands,S,   2-4,8,2455,340
19832,2023,East Midlands,S,   5-9,5,820,281
19833,2023,East Midlands,S,   10-19,4,280,223
19834,2023,East Midlands,S,   20-49,*,90,187
19835,2023,East Midlands,S,   50-99,1,15,63
19836,2023,East Midlands,S,   100-199,*,5,*
19837,2023,East Midlands,S,   200-249,0,0,0
19838,2023,East Midlands,S,   250-499,*,5,*
19839,2023,East Midlands,S,   500 or more,0,0,0
19840,2023,West Midlands,A,   1,4,1620,401
19841,2023,West Midlands,A,   2-4,7,1920,940
19842,2023,West Midlands,A,   5-9,4,580,582
19843,2023,West Midlands,A,   10-19,3,195,365
19844,2023,West Midlands,A,   20-49,3,85,267
19845,2023,West Midlands,A,   50-99,2,25,188
19846,2023,West Midlands,A,   100-199,*,15,*
19847,2023,West Midlands,A,   200-249,*,0,*
19848,2023,West Midlands,A,   250-499,5,15,123
19849,2023,West Midlands,A,   500 or more,7,5,298
19850,2023,West Midlands,B,   1,*,25,*
19851,2023,West Midlands,B,   2-4,1,275,*
19852,2023,West Midlands,B,   5-9,1,185,954
19853,2023,West Midlands,B,   10-19,1,100,422
19854,2023,West Midlands,B,   20-49,2,70,484
19855,2023,West Midlands,B,   50-99,*,20,*
19856,2023,West Midlands,B,   100-199,1,5,426
19857,2023,West Midlands,B,   200-249,*,5,*
19858,2023,West Midlands,B,   250-499,*,5,*
19859,2023,West Midlands,B,   500 or more,35,10,18704
19860,2023,West Midlands,C,   1,1,445,63
19861,2023,West Midlands,C,   2-4,11,3875,1250
19862,2023,West Midlands,C,   5-9,14,2060,1499
19863,2023,West Midlands,C,   10-19,20,1460,2178
19864,2023,West Midlands,C,   20-49,37,1210,4958
19865,2023,West Midlands,C,   50-99,36,505,5456
19866,2023,West Midlands,C,   100-199,31,220,6350
19867,2023,West Midlands,C,   200-249,8,40,2062
19868,2023,West Midlands,C,   250-499,31,90,7239
19869,2023,West Midlands,C,   500 or more,111,60,72084
19870,2023,West Midlands,F,   1,3,1395,272
19871,2023,West Midlands,F,   2-4,23,8750,4065
19872,2023,West Midlands,F,   5-9,14,2135,2424
19873,2023,West Midlands,F,   10-19,12,905,2100
19874,2023,West Midlands,F,   20-49,12,380,2606
19875,2023,West Midlands,F,   50-99,7,100,1960
19876,2023,West Midlands,F,   100-199,4,35,994
19877,2023,West Midlands,F,   200-249,1,5,201
19878,2023,West Midlands,F,   250-499,4,10,646
19879,2023,West Midlands,F,   500 or more,15,15,5765
19880,2023,West Midlands,G,   1,5,2060,441
19881,2023,West Midlands,G,   2-4,34,11420,5802
19882,2023,West Midlands,G,   5-9,33,4895,5659
19883,2023,West Midlands,G,   10-19,30,2250,6228
19884,2023,West Midlands,G,   20-49,31,1045,8522
19885,2023,West Midlands,G,   50-99,23,330,7062
19886,2023,West Midlands,G,   100-199,15,115,5522
19887,2023,West Midlands,G,   200-249,5,25,2553
19888,2023,West Midlands,G,   250-499,20,60,6561
19889,2023,West Midlands,G,   500 or more,178,55,43316
19890,2023,West Midlands,H,   1,1,260,40
19891,2023,West Midlands,H,   2-4,11,4035,*
19892,2023,West Midlands,H,   5-9,7,1050,578
19893,2023,West Midlands,H,   10-19,6,470,969
19894,2023,West Midlands,H,   20-49,7,225,862
19895,2023,West Midlands,H,   50-99,5,75,822
19896,2023,West Midlands,H,   100-199,5,30,*
19897,2023,West Midlands,H,   200-249,2,5,479
19898,2023,West Midlands,H,   250-499,3,5,394
19899,2023,West Midlands,H,   500 or more,45,25,*
19900,2023,West Midlands,I,   1,2,780,88
19901,2023,West Midlands,I,   2-4,17,5170,824
19902,2023,West Midlands,I,   5-9,18,2655,699
19903,2023,West Midlands,I,   10-19,18,1285,759
19904,2023,West Midlands,I,   20-49,19,660,649
19905,2023,West Midlands,I,   50-99,8,110,313
19906,2023,West Midlands,I,   100-199,7,50,311
19907,2023,West Midlands,I,   200-249,*,5,*
19908,2023,West Midlands,I,   250-499,*,15,*
19909,2023,West Midlands,I,   500 or more,143,25,7118
19910,2023,West Midlands,J,   1,24,10750,1970
19911,2023,West Midlands,J,   2-4,183,65255,22094
19912,2023,West Midlands,J,   5-9,152,22645,18067
19913,2023,West Midlands,J,   10-19,152,11165,18756
19914,2023,West Midlands,J,   20-49,183,6030,24623
19915,2023,West Midlands,J,   50-99,135,1950,20995
19916,2023,West Midlands,J,   100-199,108,780,19628
19917,2023,West Midlands,J,   200-249,33,150,6630
19918,2023,West Midlands,J,   250-499,117,340,24852
19919,2023,West Midlands,J,   500 or more,858,330,173162
19920,2023,West Midlands,K,   1,0,75, ..
19921,2023,West Midlands,K,   2-4,*,915, ..
19922,2023,West Midlands,K,   5-9,2,290, ..
19923,2023,West Midlands,K,   10-19,2,110, ..
19924,2023,West Midlands,K,   20-49,*,50, ..
19925,2023,West Midlands,K,   50-99,2,25, ..
19926,2023,West Midlands,K,   100-199,*,10, ..
19927,2023,West Midlands,K,   200-249,*,0, ..
19928,2023,West Midlands,K,   250-499,2,5, ..
19929,2023,West Midlands,K,   500 or more,*,10, ..
19930,2023,West Midlands,L,   1,0,185,32
19931,2023,West Midlands,L,   2-4,*,2080,894
19932,2023,West Midlands,L,   5-9,4,675,538
19933,2023,West Midlands,L,   10-19,3,250,281
19934,2023,West Midlands,L,   20-49,2,75,229
19935,2023,West Midlands,L,   50-99,2,25,*
19936,2023,West Midlands,L,   100-199,2,10,284
19937,2023,West Midlands,L,   200-249,*,0,*
19938,2023,West Midlands,L,   250-499,*,0,*
19939,2023,West Midlands,L,   500 or more,*,10,1074
19940,2023,West Midlands,M,   1,2,995,146
19941,2023,West Midlands,M,   2-4,22,8895,1986
19942,2023,West Midlands,M,   5-9,14,2050,1461
19943,2023,West Midlands,M,   10-19,14,1065,1873
19944,2023,West Midlands,M,   20-49,15,490,1532
19945,2023,West Midlands,M,   50-99,9,135,1246
19946,2023,West Midlands,M,   100-199,8,55,1054
19947,2023,West Midlands,M,   200-249,3,15,*
19948,2023,West Midlands,M,   250-499,8,20,*
19949,2023,West Midlands,M,   500 or more,33,20,2092
19950,2023,West Midlands,N,   1,3,1375,335
19951,2023,West Midlands,N,   2-4,20,7375,2940
19952,2023,West Midlands,N,   5-9,18,2715,2097
19953,2023,West Midlands,N,   10-19,12,880,1582
19954,2023,West Midlands,N,   20-49,14,470,1710
19955,2023,West Midlands,N,   50-99,14,195,1459
19956,2023,West Midlands,N,   100-199,12,90,1088
19957,2023,West Midlands,N,   200-249,4,20,408
19958,2023,West Midlands,N,   250-499,15,45,6723
19959,2023,West Midlands,N,   500 or more,176,50,7622
19960,2023,West Midlands,P,   1,*,65,8
19961,2023,West Midlands,P,   2-4,2,825,149
19962,2023,West Midlands,P,   5-9,2,330,139
19963,2023,West Midlands,P,   10-19,3,220,164
19964,2023,West Midlands,P,   20-49,3,95,181
19965,2023,West Midlands,P,   50-99,*,30,*
19966,2023,West Midlands,P,   100-199,*,20,139
19967,2023,West Midlands,P,   200-249,1,5,*
19968,2023,West Midlands,P,   250-499,*,5,*
19969,2023,West Midlands,P,   500 or more,*,5,*
19970,2023,West Midlands,Q,   1,1,270,32
19971,2023,West Midlands,Q,   2-4,5,1720,295
19972,2023,West Midlands,Q,   5-9,8,1080,444
19973,2023,West Midlands,Q,   10-19,16,1095,841
19974,2023,West Midlands,Q,   20-49,24,745,1254
19975,2023,West Midlands,Q,   50-99,16,235,779
19976,2023,West Midlands,Q,   100-199,10,75,463
19977,2023,West Midlands,Q,   200-249,3,15,167
19978,2023,West Midlands,Q,   250-499,12,35,416
19979,2023,West Midlands,Q,   500 or more,62,20,3949
19980,2023,West Midlands,R,   1,0,110,17
19981,2023,West Midlands,R,   2-4,2,890,192
19982,2023,West Midlands,R,   5-9,2,310,114
19983,2023,West Midlands,R,   10-19,3,190,122
19984,2023,West Midlands,R,   20-49,3,100,*
19985,2023,West Midlands,R,   50-99,2,35,88
19986,2023,West Midlands,R,   100-199,*,20,104
19987,2023,West Midlands,R,   200-249,*,5,*
19988,2023,West Midlands,R,   250-499,5,15,*
19989,2023,West Midlands,R,   500 or more,9,5,*
19990,2023,West Midlands,S,   1,2,1035,*
19991,2023,West Midlands,S,   2-4,11,3420,606
19992,2023,West Midlands,S,   5-9,7,1010,383
19993,2023,West Midlands,S,   10-19,5,345,298
19994,2023,West Midlands,S,   20-49,*,115,*
19995,2023,West Midlands,S,   50-99,2,25,188
19996,2023,West Midlands,S,   100-199,*,5,*
19997,2023,West Midlands,S,   200-249,*,0,*
19998,2023,West Midlands,S,   250-499,*,5,*
19999,2023,West Midlands,S,   500 or more,10,5,1004
20000,2023,East of England,A,   1,4,1350,333
20001,2023,East of England,A,   2-4,8,2350,1041
20002,2023,East of England,A,   5-9,6,895,917
20003,2023,East of England,A,   10-19,5,360,704
20004,2023,East of England,A,   20-49,*,145,556
20005,2023,East of England,A,   50-99,5,70,532
20006,2023,East of England,A,   100-199,2,15,222
20007,2023,East of England,A,   200-249,*,5,*
20008,2023,East of England,A,   250-499,2,5,80
20009,2023,East of England,A,   500 or more,*,5,*
20010,2023,East of England,B,   1,*,20,*
20011,2023,East of England,B,   2-4,1,380,288
20012,2023,East of England,B,   5-9,1,195,537
20013,2023,East of England,B,   10-19,2,115,343
20014,2023,East of England,B,   20-49,2,65,477
20015,2023,East of England,B,   50-99,2,35,441
20016,2023,East of England,B,   100-199,*,5,*
20017,2023,East of England,B,   200-249,1,5,287
20018,2023,East of England,B,   250-499,*,5,2037
20019,2023,East of England,B,   500 or more,8,5,2438
20020,2023,East of England,C,   1,1,420,62
20021,2023,East of England,C,   2-4,11,3845,1295
20022,2023,East of England,C,   5-9,13,1930,1521
20023,2023,East of England,C,   10-19,16,1170,1976
20024,2023,East of England,C,   20-49,27,895,3744
20025,2023,East of England,C,   50-99,26,375,4035
20026,2023,East of England,C,   100-199,25,180,5215
20027,2023,East of England,C,   200-249,7,30,1533
20028,2023,East of England,C,   250-499,16,45,4291
20029,2023,East of England,C,   500 or more,69,45,34983
20030,2023,East of England,F,   1,4,1905,395
20031,2023,East of England,F,   2-4,38,14750,7587
20032,2023,East of England,F,   5-9,21,3185,4635
20033,2023,East of England,F,   10-19,16,1205,3266
20034,2023,East of England,F,   20-49,16,555,4139
20035,2023,East of England,F,   50-99,10,140,2531
20036,2023,East of England,F,   100-199,9,65,2388
20037,2023,East of England,F,   200-249,2,10,632
20038,2023,East of England,F,   250-499,8,20,2257
20039,2023,East of England,F,   500 or more,46,15,13896
20040,2023,East of England,G,   1,4,1825,398
20041,2023,East of England,G,   2-4,35,11940,6476
20042,2023,East of England,G,   5-9,35,5270,7893
20043,2023,East of England,G,   10-19,33,2450,7888
20044,2023,East of England,G,   20-49,35,1165,9538
20045,2023,East of England,G,   50-99,23,345,8479
20046,2023,East of England,G,   100-199,21,155,8487
20047,2023,East of England,G,   200-249,5,20,2734
20048,2023,East of England,G,   250-499,21,60,9705
20049,2023,East of England,G,   500 or more,445,60,78446
20050,2023,East of England,H,   1,1,325,55
20051,2023,East of England,H,   2-4,9,3495,1109
20052,2023,East of England,H,   5-9,6,920,*
20053,2023,East of England,H,   10-19,7,540,1299
20054,2023,East of England,H,   20-49,10,340,2009
20055,2023,East of England,H,   50-99,9,135,1404
20056,2023,East of England,H,   100-199,8,60,1682
20057,2023,East of England,H,   200-249,2,10,*
20058,2023,East of England,H,   250-499,5,15,*
20059,2023,East of England,H,   500 or more,36,20,*
20060,2023,East of England,I,   1,2,695,82
20061,2023,East of England,I,   2-4,17,5090,750
20062,2023,East of England,I,   5-9,20,2940,760
20063,2023,East of England,I,   10-19,23,1670,728
20064,2023,East of England,I,   20-49,23,800,805
20065,2023,East of England,I,   50-99,10,150,568
20066,2023,East of England,I,   100-199,6,45,268
20067,2023,East of England,I,   200-249,2,5,96
20068,2023,East of England,I,   250-499,9,25,419
20069,2023,East of England,I,   500 or more,189,25,10569
20070,2023,East of England,J,   1,26,11480,2142
20071,2023,East of England,J,   2-4,215,78925,29194
20072,2023,East of England,J,   5-9,171,25310,23762
20073,2023,East of England,J,   10-19,176,12940,23242
20074,2023,East of England,J,   20-49,212,7005,29306
20075,2023,East of England,J,   50-99,153,2215,24054
20076,2023,East of England,J,   100-199,135,970,24063
20077,2023,East of England,J,   200-249,38,165,7419
20078,2023,East of England,J,   250-499,122,345,26251
20079,2023,East of England,J,   500 or more,1180,325,190661
20080,2023,East of England,K,   1,0,95, ..
20081,2023,East of England,K,   2-4,4,1495, ..
20082,2023,East of England,K,   5-9,3,410, ..
20083,2023,East of England,K,   10-19,2,170, ..
20084,2023,East of England,K,   20-49,2,70, ..
20085,2023,East of England,K,   50-99,2,30, ..
20086,2023,East of England,K,   100-199,3,20, ..
20087,2023,East of England,K,   200-249,*,5, ..
20088,2023,East of England,K,   250-499,*,5, ..
20089,2023,East of England,K,   500 or more,36,10, ..
20090,2023,East of England,L,   1,1,205,38
20091,2023,East of England,L,   2-4,8,2815,1260
20092,2023,East of England,L,   5-9,6,855,505
20093,2023,East of England,L,   10-19,4,335,387
20094,2023,East of England,L,   20-49,3,90,*
20095,2023,East of England,L,   50-99,*,20,79
20096,2023,East of England,L,   100-199,2,15,342
20097,2023,East of England,L,   200-249,*,10,186
20098,2023,East of England,L,   250-499,3,10,*
20099,2023,East of England,L,   500 or more,15,10,1134
20100,2023,East of England,M,   1,3,1270,182
20101,2023,East of England,M,   2-4,31,12745,3246
20102,2023,East of England,M,   5-9,17,2540,1986
20103,2023,East of England,M,   10-19,17,1235,1801
20104,2023,East of England,M,   20-49,21,675,2360
20105,2023,East of England,M,   50-99,15,215,1637
20106,2023,East of England,M,   100-199,13,95,1699
20107,2023,East of England,M,   200-249,3,15,399
20108,2023,East of England,M,   250-499,10,30,771
20109,2023,East of England,M,   500 or more,58,25,10683
20110,2023,East of England,N,   1,4,1780,412
20111,2023,East of England,N,   2-4,17,6420,2999
20112,2023,East of England,N,   5-9,14,2045,2021
20113,2023,East of England,N,   10-19,16,1140,2256
20114,2023,East of England,N,   20-49,19,620,1896
20115,2023,East of England,N,   50-99,18,265,1922
20116,2023,East of England,N,   100-199,20,135,1767
20117,2023,East of England,N,   200-249,5,20,364
20118,2023,East of England,N,   250-499,20,55,1568
20119,2023,East of England,N,   500 or more,163,55,6927
20120,2023,East of England,P,   1,*,65,*
20121,2023,East of England,P,   2-4,3,1070,241
20122,2023,East of England,P,   5-9,4,525,223
20123,2023,East of England,P,   10-19,4,310,227
20124,2023,East of England,P,   20-49,4,125,*
20125,2023,East of England,P,   50-99,3,40,159
20126,2023,East of England,P,   100-199,*,20,278
20127,2023,East of England,P,   200-249,1,5,*
20128,2023,East of England,P,   250-499,*,10,239
20129,2023,East of England,P,   500 or more,*,0,*
20130,2023,East of England,Q,   1,1,355,42
20131,2023,East of England,Q,   2-4,5,1920,334
20132,2023,East of England,Q,   5-9,8,1085,456
20133,2023,East of England,Q,   10-19,14,945,732
20134,2023,East of England,Q,   20-49,27,820,1484
20135,2023,East of England,Q,   50-99,16,230,940
20136,2023,East of England,Q,   100-199,13,95,571
20137,2023,East of England,Q,   200-249,3,10,123
20138,2023,East of England,Q,   250-499,10,25,463
20139,2023,East of England,Q,   500 or more,55,25,2033
20140,2023,East of England,R,   1,0,170,25
20141,2023,East of England,R,   2-4,4,1365,366
20142,2023,East of England,R,   5-9,3,440,*
20143,2023,East of England,R,   10-19,4,285,263
20144,2023,East of England,R,   20-49,5,175,228
20145,2023,East of England,R,   50-99,4,55,177
20146,2023,East of England,R,   100-199,3,20,*
20147,2023,East of England,R,   200-249,*,5,*
20148,2023,East of England,R,   250-499,*,15,391
20149,2023,East of England,R,   500 or more,*,10,*
20150,2023,East of England,S,   1,2,900,85
20151,2023,East of England,S,   2-4,10,3385,494
20152,2023,East of England,S,   5-9,8,1140,377
20153,2023,East of England,S,   10-19,6,470,373
20154,2023,East of England,S,   20-49,*,135,214
20155,2023,East of England,S,   50-99,*,15,89
20156,2023,East of England,S,   100-199,*,10,*
20157,2023,East of England,S,   200-249,0,0,0
20158,2023,East of England,S,   250-499,*,5,*
20159,2023,East of England,S,   500 or more,*,0,*
20160,2023,London,A,   1,0,45,8
20161,2023,London,A,   2-4,1,210,66
20162,2023,London,A,   5-9,1,75,*
20163,2023,London,A,   10-19,0,30,55
20164,2023,London,A,   20-49,0,15,37
20165,2023,London,A,   50-99,*,5,*
20166,2023,London,A,   100-199,*,0,*
20167,2023,London,A,   200-249,0,0,0
20168,2023,London,A,   250-499,0,0,0
20169,2023,London,A,   500 or more,0,0,0
20170,2023,London,B,   1,0,10,*
20171,2023,London,B,   2-4,2,820,1992
20172,2023,London,B,   5-9,3,415,4708
20173,2023,London,B,   10-19,3,250,1625
20174,2023,London,B,   20-49,2,70,*
20175,2023,London,B,   50-99,*,25,1348
20176,2023,London,B,   100-199,*,5,2350
20177,2023,London,B,   200-249,1,5,834
20178,2023,London,B,   250-499,3,10,7524
20179,2023,London,B,   500 or more,*,10,35024
20180,2023,London,C,   1,1,335,54
20181,2023,London,C,   2-4,11,3985,1473
20182,2023,London,C,   5-9,10,1555,7151
20183,2023,London,C,   10-19,13,925,1545
20184,2023,London,C,   20-49,15,480,2028
20185,2023,London,C,   50-99,13,175,2564
20186,2023,London,C,   100-199,11,85,2624
20187,2023,London,C,   200-249,3,10,618
20188,2023,London,C,   250-499,10,30,2510
20189,2023,London,C,   500 or more,79,30,59796
20190,2023,London,F,   1,2,905,220
20191,2023,London,F,   2-4,48,19530,12645
20192,2023,London,F,   5-9,22,3440,6381
20193,2023,London,F,   10-19,18,1310,4831
20194,2023,London,F,   20-49,12,410,4951
20195,2023,London,F,   50-99,9,125,2876
20196,2023,London,F,   100-199,8,60,3751
20197,2023,London,F,   200-249,3,10,671
20198,2023,London,F,   250-499,8,25,2921
20199,2023,London,F,   500 or more,30,20,9612
20200,2023,London,G,   1,5,2235,580
20201,2023,London,G,   2-4,58,20375,82172
20202,2023,London,G,   5-9,52,7960,28735
20203,2023,London,G,   10-19,46,3435,20356
20204,2023,London,G,   20-49,47,1595,100081
20205,2023,London,G,   50-99,32,465,44501
20206,2023,London,G,   100-199,29,205,67134
20207,2023,London,G,   200-249,9,40,9857
20208,2023,London,G,   250-499,27,80,14243
20209,2023,London,G,   500 or more,521,105,102904
20210,2023,London,H,   1,0,175,31
20211,2023,London,H,   2-4,11,4325,2903
20212,2023,London,H,   5-9,7,1070,*
20213,2023,London,H,   10-19,6,475,2671
20214,2023,London,H,   20-49,8,255,*
20215,2023,London,H,   50-99,7,105,3720
20216,2023,London,H,   100-199,8,60,*
20217,2023,London,H,   200-249,3,15,*
20218,2023,London,H,   250-499,11,35,*
20219,2023,London,H,   500 or more,163,45,38434
20220,2023,London,I,   1,2,805,81
20221,2023,London,I,   2-4,29,9730,1888
20222,2023,London,I,   5-9,34,5150,2076
20223,2023,London,I,   10-19,44,3250,2512
20224,2023,London,I,   20-49,50,1705,3639
20225,2023,London,I,   50-99,35,500,2566
20226,2023,London,I,   100-199,32,230,2279
20227,2023,London,I,   200-249,10,45,740
20228,2023,London,I,   250-499,35,100,2751
20229,2023,London,I,   500 or more,212,95,13121
20230,2023,London,J,   1,35,16570,3643
20231,2023,London,J,   2-4,379,142320,140031
20232,2023,London,J,   5-9,294,44195,78304
20233,2023,London,J,   10-19,323,23685,63569
20234,2023,London,J,   20-49,358,11780,154772
20235,2023,London,J,   50-99,293,4195,91498
20236,2023,London,J,   100-199,269,1915,124090
20237,2023,London,J,   200-249,96,430,29526
20238,2023,London,J,   250-499,282,810,65091
20239,2023,London,J,   500 or more,2340,855,470704
20240,2023,London,K,   1,0,90, ..
20241,2023,London,K,   2-4,10,3560, ..
20242,2023,London,K,   5-9,10,1485, ..
20243,2023,London,K,   10-19,12,830, ..
20244,2023,London,K,   20-49,18,555, ..
20245,2023,London,K,   50-99,22,295, ..
20246,2023,London,K,   100-199,24,175, ..
20247,2023,London,K,   200-249,10,45, ..
20248,2023,London,K,   250-499,34,95, ..
20249,2023,London,K,   500 or more,311,95, ..
20250,2023,London,L,   1,1,330,216
20251,2023,London,L,   2-4,22,8215,5015
20252,2023,London,L,   5-9,19,2960,3475
20253,2023,London,L,   10-19,19,1420,2723
20254,2023,London,L,   20-49,9,290,1622
20255,2023,London,L,   50-99,5,75,783
20256,2023,London,L,   100-199,6,45,1815
20257,2023,London,L,   200-249,2,10,*
20258,2023,London,L,   250-499,8,25,1287
20259,2023,London,L,   500 or more,32,20,*
20260,2023,London,M,   1,8,3965,779
20261,2023,London,M,   2-4,69,26625,10470
20262,2023,London,M,   5-9,47,7060,10238
20263,2023,London,M,   10-19,52,3790,9093
20264,2023,London,M,   20-49,64,2060,12449
20265,2023,London,M,   50-99,50,715,10277
20266,2023,London,M,   100-199,50,340,12681
20267,2023,London,M,   200-249,20,85,8367
20268,2023,London,M,   250-499,43,120,12524
20269,2023,London,M,   500 or more,265,120,68141
20270,2023,London,N,   1,10,4775,1224
20271,2023,London,N,   2-4,34,12635,8482
20272,2023,London,N,   5-9,26,3945,5445
20273,2023,London,N,   10-19,32,2360,8478
20274,2023,London,N,   20-49,38,1235,8522
20275,2023,London,N,   50-99,40,585,6983
20276,2023,London,N,   100-199,40,285,9651
20277,2023,London,N,   200-249,15,70,2027
20278,2023,London,N,   250-499,52,145,6946
20279,2023,London,N,   500 or more,285,140,23599
20280,2023,London,P,   1,0,85,*
20281,2023,London,P,   2-4,6,2090,461
20282,2023,London,P,   5-9,6,815,452
20283,2023,London,P,   10-19,8,605,536
20284,2023,London,P,   20-49,9,290,608
20285,2023,London,P,   50-99,7,110,*
20286,2023,London,P,   100-199,7,50,455
20287,2023,London,P,   200-249,*,5,183
20288,2023,London,P,   250-499,*,15,305
20289,2023,London,P,   500 or more,10,10,817
20290,2023,London,Q,   1,1,720,84
20291,2023,London,Q,   2-4,12,4040,870
20292,2023,London,Q,   5-9,15,2100,924
20293,2023,London,Q,   10-19,25,1710,1399
20294,2023,London,Q,   20-49,30,955,1715
20295,2023,London,Q,   50-99,19,280,1185
20296,2023,London,Q,   100-199,14,105,822
20297,2023,London,Q,   200-249,6,30,265
20298,2023,London,Q,   250-499,10,30,507
20299,2023,London,Q,   500 or more,106,35,7994
20300,2023,London,R,   1,1,480,159
20301,2023,London,R,   2-4,9,3435,1647
20302,2023,London,R,   5-9,7,1025,1124
20303,2023,London,R,   10-19,7,540,1475
20304,2023,London,R,   20-49,7,235,959
20305,2023,London,R,   50-99,7,100,825
20306,2023,London,R,   100-199,5,35,3572
20307,2023,London,R,   200-249,2,5,119
20308,2023,London,R,   250-499,5,15,868
20309,2023,London,R,   500 or more,56,25,24287
20310,2023,London,S,   1,3,1420,140
20311,2023,London,S,   2-4,19,6430,1177
20312,2023,London,S,   5-9,12,1780,764
20313,2023,London,S,   10-19,9,695,699
20314,2023,London,S,   20-49,8,280,703
20315,2023,London,S,   50-99,5,65,589
20316,2023,London,S,   100-199,2,15,179
20317,2023,London,S,   200-249,*,10,*
20318,2023,London,S,   250-499,*,5,*
20319,2023,London,S,   500 or more,*,5,*
20320,2023,South East,A,   1,4,1415,319
20321,2023,South East,A,   2-4,8,2295,879
20322,2023,South East,A,   5-9,6,820,688
20323,2023,South East,A,   10-19,4,315,755
20324,2023,South East,A,   20-49,5,155,408
20325,2023,South East,A,   50-99,4,50,195
20326,2023,South East,A,   100-199,3,20,252
20327,2023,South East,A,   200-249,*,10,81
20328,2023,South East,A,   250-499,5,15,682
20329,2023,South East,A,   500 or more,*,15,1068
20330,2023,South East,B,   1,0,35,*
20331,2023,South East,B,   2-4,1,510,994
20332,2023,South East,B,   5-9,1,210,315
20333,2023,South East,B,   10-19,2,125,407
20334,2023,South East,B,   20-49,3,95,876
20335,2023,South East,B,   50-99,2,35,531
20336,2023,South East,B,   100-199,2,20,836
20337,2023,South East,B,   200-249,0,0,0
20338,2023,South East,B,   250-499,2,5,*
20339,2023,South East,B,   500 or more,59,20,25230
20340,2023,South East,C,   1,1,590,90
20341,2023,South East,C,   2-4,14,5145,1760
20342,2023,South East,C,   5-9,17,2495,2146
20343,2023,South East,C,   10-19,21,1480,2501
20344,2023,South East,C,   20-49,34,1085,5272
20345,2023,South East,C,   50-99,29,410,4635
20346,2023,South East,C,   100-199,26,185,5772
20347,2023,South East,C,   200-249,10,45,2142
20348,2023,South East,C,   250-499,31,90,7256
20349,2023,South East,C,   500 or more,119,75,55370
20350,2023,South East,F,   1,6,2830,548
20351,2023,South East,F,   2-4,50,19405,9061
20352,2023,South East,F,   5-9,28,4280,5559
20353,2023,South East,F,   10-19,23,1730,4807
20354,2023,South East,F,   20-49,19,640,4049
20355,2023,South East,F,   50-99,12,175,3026
20356,2023,South East,F,   100-199,10,70,2561
20357,2023,South East,F,   200-249,2,10,460
20358,2023,South East,F,   250-499,6,15,1596
20359,2023,South East,F,   500 or more,71,25,24704
20360,2023,South East,G,   1,6,2425,609
20361,2023,South East,G,   2-4,48,16210,11627
20362,2023,South East,G,   5-9,51,7555,10058
20363,2023,South East,G,   10-19,49,3630,12949
20364,2023,South East,G,   20-49,57,1900,18108
20365,2023,South East,G,   50-99,33,490,14630
20366,2023,South East,G,   100-199,29,215,16711
20367,2023,South East,G,   200-249,13,60,9250
20368,2023,South East,G,   250-499,31,90,20621
20369,2023,South East,G,   500 or more,234,100,194456
20370,2023,South East,H,   1,1,355,58
20371,2023,South East,H,   2-4,10,3775,1922
20372,2023,South East,H,   5-9,9,1375,1239
20373,2023,South East,H,   10-19,9,645,1500
20374,2023,South East,H,   20-49,13,410,3273
20375,2023,South East,H,   50-99,9,140,1497
