Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover,Total Exp.,UK Exp/Head,Real terms Exp.,UK Real terms Exp/Head,General. Public. Exp.,General. Public. Exp.(common services),General. Public. Exp.(international services),Defence Exp.,Safety Exp.,Economic Total. Exp.,Economic. Exp.(Enterprise),Economic. Exp.(Sci. & Tech),Economic. Exp.(Employment),"Economic. Exp.(Agri., Fish., For.)",Economic. Exp.(Transport),Environment. Exp.,Housing & Community Exp.,Health Exp.,Culture & Religion Exp.,Education Exp.,Social Protection Exp.,Local Govt. Exp.,Local Govt. Exp/Head,Total Exp. (excl. Local Govt.),GVA (Balanced),VAT on Products,Other Taxes,Subsidies,GDP (Current),Population,GDP per Head,GVA Deflators,"GDP CVM Index, 2019 equals 100",GDP CVM (in 2019 money value),GDP CVM (Per Head in 2019 money value),GDP CVM Growth,GDP CVM Per Head Growth
2016,london,G,   50-99,27,395,38463,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,G,   100-199,24,170,13925,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,G,   200-249,9,40,3207,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,G,   250-499,26,75,38819,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,G,   500 or more,548,110,164153,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,H,1,1,290,43,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,H,   2-4,6,2000,1237,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,H,   5-9,6,900,1699,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,H,   10-19,7,490,1722,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,H,   20-49,8,250,2450,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,H,   50-99,8,110,4983,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,H,   100-199,7,50,3213,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,H,   200-249,3,15,1153,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,H,   250-499,12,35,2679,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,H,   500 or more,181,50,33038,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,I,   2-4,25,7570,1156,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,I,   5-9,26,3840,1203,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,I,   10-19,29,2135,1370,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,I,   20-49,37,1240,2036,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,I,   50-99,28,410,1516,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,I,   100-199,23,165,1315,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,I,   250-499,23,65,1099,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,I,   500 or more,191,65,8739,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,J,1,38,17725,3239,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,J,   2-4,281,99340,46549,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,J,   5-9,251,37135,44304,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,J,   10-19,264,19320,54281,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,J,   20-49,297,9745,97087,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,J,   50-99,229,3280,68296,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,J,   100-199,206,1475,41814,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,J,   200-249,76,355,19250,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,J,   250-499,234,655,72117,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,J,   500 or more,2106,740,448974,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,L,   2-4,16,5815,3008,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,L,   5-9,16,2460,2794,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,L,   10-19,14,1065,1996,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,L,   20-49,6,220,1059,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,L,   100-199,6,40,895,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,L,   250-499,-7.579205563,15,870,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,L,   500 or more,20,20,3563,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,M,1,8,3830,655,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,M,   2-4,53,19520,10939,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,M,   5-9,43,6270,5811,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,M,   10-19,44,3175,6133,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,M,   20-49,47,1510,7187,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,M,   50-99,35,490,5611,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,M,   100-199,33,230,6902,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,M,   200-249,14,60,3656,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,M,   250-499,43,115,12039,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,M,   500 or more,145,90,23229,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,N,1,5,2405,483,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,N,   2-4,24,8485,3908,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,N,   5-9,20,3035,3401,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,N,   10-19,24,1770,3648,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,N,   20-49,32,1050,5931,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,N,   50-99,34,480,4618,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,N,   100-199,29,210,3468,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,N,   200-249,11,50,955,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,N,   250-499,41,115,3147,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,N,   500 or more,295,120,16503,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,P,   2-4,4,1280,267,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,P,   10-19,6,435,324,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,P,   20-49,7,235,444,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,Q,1,2,1045,117,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,Q,   2-4,10,3275,662,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,Q,   5-9,15,1990,819,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,Q,   10-19,21,1435,1134,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,Q,   20-49,28,895,1426,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,Q,   50-99,17,245,789,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,Q,   100-199,13,95,555,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,Q,   500 or more,79,35,3239,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,R,   5-9,6,855,739,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,R,   50-99,-4.281094731,80,1592,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,R,   100-199,-8.713828558,25,614,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,R,   250-499,6,15,1252,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,R,   500 or more,124.9951188,20,30506,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,S,   2-4,14,4640,890,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,S,   5-9,11,1645,704,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,S,   10-19,10,785,590,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,S,   20-49,8,295,892,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,london,S,   50-99,4,65,524,87578,10105,91219,10525,705,692,12,6,5562,9585,920,706,344,77,7538,1126,2002,22528,1179,13173,31713,28927,3338,58650,426076,21453,14826,1432,460923,8743651,52715,94.9,95,485940,55576,3.9,2.9
2016,south east,A,1,4,1655,294,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,A,   2-4,9,2425,808,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,A,   5-9,6,830,583,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,A,   10-19,5,325,639,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,A,   20-49,4,140,374,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,A,   100-199,8.772666579,20,335,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,A,   250-499,4,15,506,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,B,1,0,45,8,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,B,   2-4,1,300,350,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,B,   5-9,1,155,247,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,B,   10-19,1,95,211,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,B,   20-49,2,75,741,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,B,   50-99,2,25,325,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,B,   500 or more,60,15,32352,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,C,1,2,840,112,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,C,   2-4,14,4625,1210,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,C,   5-9,17,2505,1618,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,C,   10-19,23,1685,2687,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,C,   20-49,34,1095,3834,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,C,   50-99,29,420,4909,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,C,   100-199,27,195,4756,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,C,   200-249,9,40,1677,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,C,   250-499,27,80,6221,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,C,   500 or more,152,80,66740,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,F,   2-4,37,13465,4995,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
2016,south east,F,   5-9,24,3640,3393,71090,7944,74045,8274,724,711,13,7,2923,4894,750,706,186,341,2911,1199,869,16827,777,10742,32129,18112,2024,52978,261141,20084,13713,1689,293248,9053011,32392,94.8,93.3,309195,34154,0.6,-0.3
